text,emotion
To uczucie rozdziera moje serce,przerazony
Nie mam nadziei na lepsze dni.,smutny
Chcialbym poznac szczegoly,neutralny
To mnie paralizuje ze strachu,przerazony
Jestem pelen szczescia i spelnienia!,szczesliwy
Po prostu nie moge tego zniesc,zly
Trzeba to jeszcze potwierdzic,neutralny
Sprawdze to pozniej,neutralny
Nie widze juz zadnej nadziei.,smutny
Jestem przepelniony optymizmem!,szczesliwy
To wykracza poza moje mozliwosci,zdegustowany
Znowu stracilem nadzieje,zly
To wymaga analizy,neutralny
Nie potrafie wydostac sie z tej spirali,przerazony
Byc moze to milczenie pomoze mi lepiej zrozumiec sam siebie.,kontemplujacy
To musze jeszcze rozwazyc,neutralny
Kazda mysl tu staje sie jasniejsza.,kontemplujacy
Kompletne dno,zdegustowany
Czuje wdziecznosc za te chwile.,kontemplujacy
Jestem pelen emocji i wdziecznosci!,szczesliwy
Patrze i czuje spelnienie.,kontemplujacy
Jestem pelen energii i pozytywnego nastawienia!,szczesliwy
Zajme sie tym pozniej,neutralny
Jestem pelen szczescia!,szczesliwy
Znowu zaczynam wszystko od nowa,zly
To przekracza wszelkie granice! ,zdegustowany
Znowu wszystko sie psuje,zly
Jestem pelen energii!,szczesliwy
Za chwile wroce z odpowiedzia,neutralny
Zawsze o tym marzylem!,szczesliwy
Zajmijmy sie tym pozniej,neutralny
Zaraz wracam do tematu,neutralny
Nie wytrzymam tej sytuacji!,przerazony
Zajmijmy sie tym,neutralny
Chwila pelnej ciszy wypelnia mnie poczuciem rownowagi.,kontemplujacy
Z kazda minuta odpoczynku moje mysli staja sie coraz bardziej uporzadkowane.,kontemplujacy
Zglosze to po rozmowie z odpowiednia osoba,neutralny
Nie moge juz dluzej tego wytrzymac,zly
Zajmijmy sie tym wkrotce,neutralny
Zaraz wroce do tematu,neutralny
Potrzebuje kilku minut,neutralny
Zaraz zatone w tej panice!,przerazony
Nie potrafie sie cieszyc.,smutny
Jestem pelen szczescia!,szczesliwy
To mnie calkowicie przeroslo. ,zdegustowany
To jak najlepszy wybor!,szczesliwy
Znowu wszystko na marne,zly
To najpiekniejsze uczucie jakie znam!,szczesliwy
Po prostu idealne!,szczesliwy
Nie mam juz sily,zly
To wymaga analizy,neutralny
Jestem pelen zadowolenia!,szczesliwy
Jestem pelen zadowolenia!,szczesliwy
To najlepszy czas mojego zycia!,szczesliwy
To zupelnie inne niz myslalem! ,zaskoczony
Nie mam zadnego wsparcia.,smutny
Kazdy dzien to przygoda!,szczesliwy
Sprobujmy to zrobic,neutralny
To jak najlepszy wybor!,szczesliwy
Spokoj tej chwili wypelnia mnie calkowicie.,kontemplujacy
To przekracza moje wyobrazenia! ,zaskoczony
Za chwile to sprawdze,neutralny
To wszystko mnie rozbija.,smutny
Nie wytrzymam dluzej w tej sytuacji!,zly
To jest dramat,zdegustowany
To absolutnie genialne!,szczesliwy
Nie moge w to uwierzyc,przerazony
Nie moge na to patrzec,zdegustowany
Podam ci odpowiedz pozniej,neutralny
Znowu nie mam sily.,smutny
Nie wiem jeszcze jak to rozwiazac,neutralny
Znowu wszystko sie zawalilo.,smutny
Czuje sie tu calkowicie obecny.,kontemplujacy
Co jesli to juz koniec?!,przerazony
Zalatwimy to szybko,neutralny
Dziekuje,neutralny
Znowu nie potrafie znalezc sensu.,smutny
Znowu czuje sie jakbym byl w pulapce.,smutny
To cudowna okazja!,szczesliwy
To absolutnie wspaniale!,szczesliwy
Zaraz to rozwiaze,neutralny
Za chwile to zalatwimy,neutralny
Nie potrafie wyjsc z tej ciemnosci.,smutny
To wspaniala okazja!,szczesliwy
Zaraz sie to skonczy!,przerazony
Nie mam juz sily walczyc o siebie.,smutny
To jest prawdziwy dar natury.,kontemplujacy
To naprawde mnie przeraza. ,zdegustowany
Z kazdym oddechem czuje sie bardziej zrelaksowany.,kontemplujacy
To jest absolutnie niemozliwe!,zly
Nie potrafie tego zrozumiec,przerazony
Co za niesamowity dzien!,szczesliwy
To mnie przeraza,zly
Za chwile to bedzie gotowe,neutralny
Jestem naprawde rozczarowany.,smutny
Za chwile to zweryfikuje,neutralny
Nie potrafie sie otrzasnac.,smutny
Jakie to wszystko jest pieknie symetryczne.,kontemplujacy
Nie jestem pewny co do tego,neutralny
Zaraz sie rozsypie!,przerazony
Nie potrafie znalezc odpowiedzi,przerazony
To jak spelnienie marzen!,szczesliwy
Jestem pelen entuzjazmu!,szczesliwy
To absolutnie genialne!,szczesliwy
Zaraz wybuchne ze strachu!,przerazony
Jestem pelen wdziecznosci za kazda chwile!,szczesliwy
Jestem tym wszystkim zmeczony,zly
To wszystko mnie wyczerpuje.,smutny
Brak profesjonalizmu,zdegustowany
Jestem zmeczony tym wszystkim,zly
Zaraz cos wybuchnie!,przerazony
To jak cudowna podroz!,szczesliwy
Jestem pelen pozytywnych emocji!,szczesliwy
Nie widze juz zadnej nadziei na lepsze jutro.,smutny
Znowu musze przez to przejsc!,zly
Jestem zachwycony tym momentem!,szczesliwy
Znowu wszystko sie sypie,zly
Jestem pelen radosci i entuzjazmu!,szczesliwy
Zal patrzec,zdegustowany
Znowu czuje sie bezwartosciowy.,smutny
Jestem pelen optymizmu i radosci!,szczesliwy
To jest ponizej wszelkiej krytyki,zdegustowany
Potrzebuje wiecej czasu na odpowiedz,neutralny
Co sie dzieje?!,przerazony
Sprawdze to pozniej,neutralny
Jakie to wszystko jest niezmiernie spokojne.,kontemplujacy
Znowu wszystko sie skonczylo.,smutny
To po prostu mnie rozczarowuje. ,zdegustowany
To niemozliwe,przerazony
Jestem pelen radosci!,szczesliwy
Nie potrafie zlapac powietrza,przerazony
Prosze poczekac moment,neutralny
Zaraz cos wybuchnie!,przerazony
Nie spodziewalem sie tego wcale!,zaskoczony
Kazda chwila w tej ciszy pomaga mi poczuc pelnie obecnosci w moim zyciu.,kontemplujacy
Spokoj poranka wprowadza mnie w stan pelnej refleksji nad sensem istnienia.,kontemplujacy
Odczuwam wewnetrzny spokoj w kazdym oddechu.,kontemplujacy
Nie potrafie sie usmiechac.,smutny
Nie wytrzymam dluzej,zly
Znowu wszystko sie rozpada,zly
Nie wytrzymam tego widoku,zdegustowany
Za moment przygotuje odpowiedz,neutralny
Sprawdze to za chwile,neutralny
To wyglada na cos nieodwracalnego,zdegustowany
Po prostu nie mam juz sily,zly
Chwila ciszy pozwala mi na pelne zjednoczenie z moimi myslami.,kontemplujacy
Zaraz bede mial odpowiedz,neutralny
To trzeba jeszcze potwierdzic,neutralny
To wykracza poza moja cierpliwosc. ,zdegustowany
Znowu czuje sie jak w pulapce.,smutny
Kazdy detal tego miejsca mnie inspiruje.,kontemplujacy
To jest straszne,przerazony
Spokoj tej chwili przenika moje mysli.,kontemplujacy
To wszystko wydaje sie nie miec konca.,smutny
Jestem pelen entuzjazmu!,szczesliwy
To naprawde mnie zaskoczylo! ,zaskoczony
Zaraz oszaleje z przerazenia!,przerazony
Nie moge w to uwierzyc,przerazony
Za chwile to wyjasnie,neutralny
Znowu wszystko sie rozpada,zly
To mnie przerasta w kazdej mozliwej formie,przerazony
To mnie doslownie pozera!,przerazony
Jestem pelen radosci!,szczesliwy
Znowu zaczynam od zera,zly
Zajmijmy sie tym za chwile,neutralny
To najpiekniejszy dzien jaki moglem sobie wyobrazic!,szczesliwy
To idealna chwila!,szczesliwy
Jestem pelen energii i radosci!,szczesliwy
Jestem pelen radosci i optymizmu!,szczesliwy
Za chwile sprawdze,neutralny
To absolutnie wspaniala okazja!,szczesliwy
To totalny brak szacunku,zdegustowany
Zajmijmy sie tym pozniej,neutralny
Po prostu nie wytrzymam tej presji,zly
Zaraz zaczne panikowac!,przerazony
Po prostu wspaniale doswiadczenie!,szczesliwy
Znowu czuje sie jakbym stracil nadzieje.,smutny
Co sie dzieje?!,przerazony
To uczucie przychodzi jak ciemna burza,przerazony
Po prostu czuje sie wykonczony!,zly
Chcialbym uzyskac wiecej informacji,neutralny
Z kazdym oddechem czuje jak moje cialo odpoczywa.,kontemplujacy
To uczucie nie pozwala mi ruszyc z miejsca,przerazony
To jakby ktos wcisnal mnie do kata,przerazony
Kazdy dzwiek natury uspokaja mnie.,kontemplujacy
To uczucie mnie zzera,przerazony
To uczucie ciagnie mnie ku przepasci,przerazony
Brak mi cierpliwosci do tego,zdegustowany
Chcialbym poczuc radosc.,smutny
To miejsce napelnia mnie wdziecznoscia.,kontemplujacy
Jakie to wszystko jest pelne nadziei.,kontemplujacy
To cudowna chwila pelna magii!,szczesliwy
Kazdy oddech przynosi mi poczucie spokoju.,kontemplujacy
Za moment sprawdzimy,neutralny
Znowu wszystko sie rozpada,zly
To dla mnie za ciezkie.,smutny
Spokoj tej chwili wypelnia mnie poczuciem pelnej harmonii.,kontemplujacy
Zajmijmy sie tym po kolei,neutralny
Po prostu czuje sie wykonczony ta sytuacja!,zly
To mnie zupelnie wykancza!,zly
Zupelny brak profesjonalizmu,zdegustowany
To jest kompromitacja,zdegustowany
Jestem pelen emocji i szczescia!,szczesliwy
Skontaktuje sie z kims w tej sprawie,neutralny
Jestem pelen zadowolenia!,szczesliwy
Znowu wszystko na marne,zly
To jest dno,zdegustowany
Jak mozna cos takiego popelnic? ,zdegustowany
Zajmuje sie tym po spotkaniu,neutralny
To najlepsza rzecz w moim zyciu!,szczesliwy
Jestem pelen radosci!,szczesliwy
Spokoj tej chwili otula moje cialo.,kontemplujacy
To uczucie nieustannie rosnie,przerazony
Jestem pelen emocji!,szczesliwy
To jak najlepsza przygoda!,szczesliwy
Nie potrafie przestac o tym myslec.,smutny
Jak to sie moglo stac?!,przerazony
To uczucie mnie zniszczy,przerazony
To absolutnie niesamowite!,szczesliwy
To jest absolutnie fantastyczne!,szczesliwy
Patrze na to wszystko i czuje wdziecznosc.,kontemplujacy
Zaraz wroce z rozwiazaniem,neutralny
Jestem pelen radosci i nadziei!,szczesliwy
Naprawde to przesadziles. ,zdegustowany
To miejsce jest jak objecie ziemi.,kontemplujacy
Kazdy dzien przynosi tylko nowe zmartwienia.,smutny
To nie miesci mi sie w glowie. ,zdegustowany
Znowu to sie dzieje,zly
Jestem pelen emocji!,szczesliwy
To uczucie jest jak kamien na sercu,przerazony
Chwila ciszy wprowadza mnie w stan glebokiego spokoju.,kontemplujacy
Po prostu perfekcyjnie!,szczesliwy
To absolutnie fenomenalne!,szczesliwy
Zalatwimy to pozniej,neutralny
Skontaktuje sie z odpowiednimi osobami,neutralny
Jestem pelen radosci i milosci!,szczesliwy
Nie moge juz na to patrzec,zdegustowany
To jest zenujace,zdegustowany
To mnie kompletnie rozstraja,przerazony
Zaraz sprawdze to,neutralny
Nie potrafie juz tego zniesc,zly
To najlepszy moment w moim zyciu!,szczesliwy
Nie mam juz nadziei na przyszlosc.,smutny
To idealny moment!,szczesliwy
Znowu musze zaczynac wszystko od zera,zly
Zaraz cos sie stanie!,przerazony
To jak cudowna podroz!,szczesliwy
Nie moge wytrzymac z tym uczuciem!,przerazony
Spokoj tej chwili daje mi poczucie pelnej rownowagi.,kontemplujacy
To wyglada na totalny brak umiejetnosci,zdegustowany
Potrzebuje chwile czasu na rozwiazanie,neutralny
Potrzebuje chwili czasu,neutralny
Nie mam sily na to wszystko.,smutny
Za moment przygotuje odpowiedz,neutralny
To przenika mnie jak zimny pot,przerazony
To wspaniala okazja!,szczesliwy
Jestem pelen ekscytacji i milosci!,szczesliwy
To sie nie dzieje,przerazony
To bylo dla mnie ogromne rozczarowanie.,smutny
Jak cudownie!,szczesliwy
To absolutnie fenomenalne!,szczesliwy
Jestem pelen szczescia!,szczesliwy
Prosze o wiecej informacji,neutralny
Co za idiotyzm,zdegustowany
To jest zupelnie poza moimi wyobrazeniami!,zaskoczony
W tej chwili jestem calkowicie zjednoczony z otaczajacym mnie spokojem.,kontemplujacy
To po prostu nie ma sensu,zly
To jest absolutna porazka,zdegustowany
To wymaga potwierdzenia,neutralny
Trzeba to jeszcze przeanalizowac,neutralny
Trzeba poczekac na odpowiedz,neutralny
Cisza przynosi gleboki spokoj.,kontemplujacy
To bedzie wymagalo czasu,neutralny
To absolutnie cudowne!,szczesliwy
Nie mam juz cierpliwosci na te ciagle problemy!,zly
Kazdy powiew wiatru to melodia spokoju.,kontemplujacy
Nic nie daje mi szczescia.,smutny
Potrzebuje chwile na analize,neutralny
Zaraz zaczne krzyczec!,przerazony
Jestem pelen szczescia!,szczesliwy
Zaraz nie bede mogl oddychac!,przerazony
Znowu wszystko wydaje sie byc w rozsypce.,smutny
Potrzebuje kilka minut na to,neutralny
Za chwile bede mial odpowiedz,neutralny
To uczucie nie daje mi chwili spokoju,przerazony
To uczucie jest jak wciagajaca ciemnosc,przerazony
Jestem na skraju wyczerpania,zly
Jestem pelen radosci!,szczesliwy
Po prostu szczescie w czystej formie!,szczesliwy
To naprawde przekracza wszelkie granice. ,zdegustowany
Potrzebuje chwile na potwierdzenie,neutralny
Zaraz to sprawdzimy,neutralny
Po prostu nie mam sily,zly
Nie moge znalezc w sobie odwagi,przerazony
Znowu wszystko sie sypie,zly
Po prostu nie mam dosc tej sytuacji,zly
Znowu wszystko sie rozpada,zly
To juz koniec moich marzen.,smutny
Jestem pelen emocji!,szczesliwy
To po prostu nie miesci mi sie w glowie. ,zdegustowany
To calkowicie mnie sparalizowalo,przerazony
Nie potrafie tego pojac. ,zdegustowany
Za chwile podam odpowiedz,neutralny
Chwile zadumy napelniaja mnie uczuciem wewnetrznego spokoju.,kontemplujacy
Jestem pelen szczescia i spokoju!,szczesliwy
Zajmuje sie tym pozniej,neutralny
Chcialbym uzyskac wiecej informacji,neutralny
Zaraz wybuchne z przerazenia!,przerazony
Znowu wszystko na marne,zly
To magiczny moment pelen nadziei!,szczesliwy
To jest totalna kompromitacja,zdegustowany
To calkowity brak szacunku. ,zdegustowany
Z kazdym oddechem czuje sie bardziej zrelaksowany.,kontemplujacy
Zawsze chcialem to poczuc!,szczesliwy
Znowu wszystko sie zawalilo,zly
Znowu popelnilem ten sam blad,zly
Po prostu nie moge juz tego zniesc,zly
Zaraz sprawdze rozwiazanie,neutralny
Jestem pelen entuzjazmu!,szczesliwy
Prosze poczekac chwile,neutralny
Skontaktuje sie z kims pozniej,neutralny
Brak slow na taka sytuacje,zdegustowany
Skontaktuje sie z kims odpowiedzialnym w tej sprawie,neutralny
Nie moge na to patrzec,zdegustowany
Jakie to wszystko jest przejrzyste.,kontemplujacy
Nie moge oddychac!,przerazony
Znowu czuje sie jakbym nie mial celu w tym zyciu.,smutny
To jest zwykla farsa,zdegustowany
Jestem pelen radosci!,szczesliwy
To bylo jak w bajce!,zaskoczony
Jestem w pelni szczesliwy!,szczesliwy
To jest cudowna wiadomosc!,zaskoczony
Zaraz strace zmysly!,przerazony
Kazda chwila spokoju wypelnia mnie poczuciem wewnetrznej harmonii.,kontemplujacy
Nie mam juz sily na dalsze walki.,smutny
To mnie psychicznie miazdzy,przerazony
Naprawde mnie to zniecheca,zdegustowany
Jestem przerazony na wskros,przerazony
To jest koszmar,przerazony
To musze jeszcze przemyslec,neutralny
Zaraz sprawdze,neutralny
To uczucie mnie przygniata swoja sila,przerazony
Cisza wokol mnie wypelnia moje mysli.,kontemplujacy
Zaraz cos sie wydarzy!,przerazony
Skonsultuje to z zespolem,neutralny
Zaraz znajde rozwiazanie,neutralny
Jestem pelen radosci i energii!,szczesliwy
Zaraz zajme sie tym,neutralny
Za moment to sprawdzimy,neutralny
Zaraz oszaleje z przerazenia!,przerazony
To absolutnie szokujace,zdegustowany
Jestem pelen entuzjazmu!,szczesliwy
To jest cudowne!,szczesliwy
To cos niewiarygodnie pozytywnego!,zaskoczony
Skontaktuje sie z kims w tej sprawie,neutralny
Skontaktuje sie z kims,neutralny
Jestem naprawde zdenerwowany ta sytuacja!,zly
Znowu wszystko popsulo,zly
Zaraz zaczne krzyczec ze strachu!,przerazony
Zaraz znikne z tego przerazenia!,przerazony
To mnie kompletnie paralizuje,przerazony
To najlepszy dzien w moim zyciu!,szczesliwy
Po prostu nie moge w to uwierzyc,zdegustowany
Znowu wszystko sie zawalilo,zly
Skontaktuje sie z kims pozniej,neutralny
Co za cudowny dzien!,szczesliwy
Znowu czuje sie zagubiony.,smutny
Potrzebuje kilku minut,neutralny
Nie moge na to patrzec,zdegustowany
Jak to w ogole jest mozliwe? Jak ktos moze byc az tak obojetny na krzywde innych? ,zdegustowany
Jestem pelen emocji i energii!,szczesliwy
Jestem pelen szczescia i entuzjazmu!,szczesliwy
To jest cos niesamowicie dobrego!,zaskoczony
Jestem pelen nadziei i radosci!,szczesliwy
Jestem pelen pozytywnej energii!,szczesliwy
To wymaga konsultacji,neutralny
Jestem pelen radosci!,szczesliwy
Kazdy moment ciszy daje mi poczucie spokoju i ukojenia.,kontemplujacy
Znowu czuje sie jakbym nie mial wyjscia.,smutny
To uczucie jest jak kamien w sercu,przerazony
Czuje gleboka wiez z tym krajobrazem.,kontemplujacy
To najpiekniejsza chwila w moim zyciu!,szczesliwy
Nie mam nadziei na przyszlosc.,smutny
Nie moge tego zniesc,przerazony
To jest wybitnie zle,zdegustowany
Skontaktuje sie z odpowiednia osoba,neutralny
Nie mam sily na nic.,smutny
Zaraz zaczne panikowac!,przerazony
To po prostu nie jest normalne. ,zdegustowany
Jestem pelen radosci!,szczesliwy
Zaraz bede mial odpowiedz,neutralny
Cos takiego nie powinno nigdy sie zdarzyc,zdegustowany
Zajmijmy sie tym pozniej,neutralny
Chcialbym to zweryfikowac,neutralny
Trzeba to przemyslec,neutralny
Po prostu mam tego dosyc,zly
Znowu to sie nie udalo,zly
Kazdy oddech w tej chwili wypelnia mnie spokojem i rownowaga.,kontemplujacy
To prawdziwe blogoslawienstwo!,szczesliwy
Czy nie warto czasami po prostu zatrzymac sie i spojrzec na zycie z innej perspektywy?,kontemplujacy
To absolutnie niezapomniane!,szczesliwy
To niemozliwe!,przerazony
To mnie przeroslo.,smutny
Nie moge sie z tym pogodzic,zdegustowany
Czuje sie otoczony pieknem.,kontemplujacy
Nie mam juz dosc tej rozmowy,zly
Za moment podam odpowiedz,neutralny
To uczucie jest jak rosnaca ciemnosc,przerazony
Brak profesjonalizmu,zdegustowany
Chce po prostu zapomniec o tej sytuacji!,zly
Nie potrafie znalezc spokoju.,smutny
To wymaga dalszej analizy,neutralny
Za moment wroce z odpowiedzia,neutralny
Spokoj tej chwili wypelnia moje serce.,kontemplujacy
Nie moge tego ogarnac,przerazony
Jestem pelen energii!,szczesliwy
To wszystko mnie przerasta.,smutny
Jestem pelen radosci!,szczesliwy
Musze to jeszcze sprawdzic,neutralny
Nie mam nadziei na przyszlosc.,smutny
To naprawde mnie zaskakuje. ,zdegustowany
Zaraz cos sprawdze,neutralny
Jestem pelen radosci!,szczesliwy
To uczucie otacza mnie jak gesta chmura,przerazony
Jestem pelen zadowolenia!,szczesliwy
To najpiekniejszy dzien mojego zycia!,szczesliwy
Znowu musze to znosic,zly
To absolutnie niesamowite!,szczesliwy
Zajmijmy sie tym spokojnie,neutralny
Zamykam oczy i pozwalam spokoj tej chwili przeniknac moje zmysly.,kontemplujacy
Po prostu nie wytrzymam,zly
Po prostu nie potrafie tego zniesc,zly
Jestem pelen zadowolenia i energii!,szczesliwy
Znowu musze zaczac od nowa,zly
Skontaktuje sie wkrotce,neutralny
To naprawde mnie dobilo,zdegustowany
To cudowne przezycie!,szczesliwy
To jest porazka,zly
Znowu wszystko poszlo na marne.,smutny
To jest nieakceptowalne,zdegustowany
Z kazdym oddechem poczucie harmonii rosnie.,kontemplujacy
Zajmijmy sie tym pozniej,neutralny
Nie mam juz sily na to wszystko.,smutny
Jestem pelen entuzjazmu!,szczesliwy
Jestem pelen entuzjazmu i emocji!,szczesliwy
Nie widze zadnego wyjscia.,smutny
Jestem pelen entuzjazmu!,szczesliwy
Znowu musze wszystko naprawiac,zly
To mnie bardzo dotknelo.,smutny
Za chwile to zrobie,neutralny
To juz naprawde jest przesada. ,zdegustowany
Za chwile podam odpowiedz,neutralny
To uczucie mnie powstrzymuje,przerazony
Zajmuje sie tym po spotkaniu,neutralny
Nie moge na to patrzec,zdegustowany
To niesamowicie mile zaskoczenie!,zaskoczony
Jak mozna byc tak nieodpowiedzialnym? ,zdegustowany
Zaraz strace wszystkie sily!,przerazony
Prosze poczekac chwile,neutralny
Znowu musze ponosic konsekwencje!,zly
Czuje sie brudny po tym,zdegustowany
To nie powinno miec miejsca,zdegustowany
Zaraz nie dam rady!,przerazony
Potrzebuje wiecej czasu,neutralny
Przestrzen wokol mnie wypelnia mnie spokojem i harmonia.,kontemplujacy
Nie wytrzymam dluzej z tym. ,zdegustowany
To jest absolutna kleska. ,zdegustowany
Ta chwila ma w sobie cos szczegolnego.,kontemplujacy
To naprawde wyjatkowe!,szczesliwy
To mnie naprawde przerasta. ,zdegustowany
Znowu cos sie zepsulo!,zly
Nie chce tego widziec,zdegustowany
To mnie po prostu dobija,zly
To jest katastrofa,przerazony
To uczucie mnie kompletnie wykancza,przerazony
Jestem w pelni szczesliwy z tego powodu!,szczesliwy
Chcialbym to omowic pozniej,neutralny
Czuje sie zgubiony.,smutny
To jak upadek w otchlan,przerazony
Znowu czuje sie przegrany!,zly
To po prostu nie ma sensu,zdegustowany
To absolutnie wyjatkowy moment!,szczesliwy
Znowu czuje sie niepotrzebny.,smutny
Jestem pelen entuzjazmu!,szczesliwy
Nie widze swiatla w tunelu,przerazony
Znowu czuje sie jakby swiat sie przeciwko mnie zwrocil.,smutny
Nie moge przestac czuc sie bezbronny,przerazony
Kazdy oddech tej chwili przynosi mi ukojenie.,kontemplujacy
Spokoj wypelnia moja przestrzen serca.,kontemplujacy
Znowu wszystko idzie w zla strone,zly
Skontaktuje sie z zespolem,neutralny
Zaraz sprawdze to dla ciebie,neutralny
Brak podstawowej wiedzy,zdegustowany
Znowu wszystko sie rozwalilo,zly
Jestem pelen optymizmu!,szczesliwy
Z kazdym oddechem czuje sie w pelnej harmonii.,kontemplujacy
Trzeba to jeszcze przemyslec,neutralny
To jak cudowna okazja!,szczesliwy
Zaraz nie wytrzymam tej presji!,przerazony
Znowu wszystko mnie przeroslo.,smutny
Chwila ciszy wypelnia mnie poczuciem rownowagi i spokoju.,kontemplujacy
Kazdy moment ciszy wypelnia mnie poczuciem wewnetrznej harmonii.,kontemplujacy
Nie potrafie zniesc tego bolu.,smutny
Jakie to wszystko jest pelne delikatnosci.,kontemplujacy
Zupelna klapa,zdegustowany
Po prostu czuje sie przygnebiony,zly
Znowu musze stawic czola tym trudnosciom.,zly
To wymaga wyjasnienia,neutralny
Znowu to wszystko idzie w zlym kierunku.,smutny
Zaraz wybuchne z paniki!,przerazony
To koszmar na jawie,przerazony
Po prostu uwielbiam to!,szczesliwy
To najpiekniejszy dzien!,szczesliwy
Zajmijmy sie tym teraz,neutralny
Znowu musze to przezywac,zly
Nie spodziewalem sie az takiego efektu! ,zaskoczony
To niewiarygodne,zdegustowany
To jest wykonalne,neutralny
Nie mam juz nadziei na przyszlosc.,smutny
To jest katastrofalne,zdegustowany
Nie potrafie odnalezc w sobie radosci.,smutny
Zalatwimy to pozniej,neutralny
Chcialbym miec wiecej czasu na refleksje,neutralny
To wszystko mnie przytlacza.,smutny
Jestem pelen emocji!,szczesliwy
To wszystko mnie kompletnie przytlacza!,zly
Potrzebuje jeszcze chwili na sprawdzenie,neutralny
To jest po prostu bezsensowne. ,zdegustowany
Zaraz dostane ataku paniki!,przerazony
Nie mam juz nadziei.,smutny
Zaraz oszaleje z tego strachu!,przerazony
To jest tak irytujace,zly
Za chwile to rozwiaze,neutralny
Po prostu nie wytrzymam tej sytuacji,zly
Zglosze to odpowiednim osobom,neutralny
Jak mozna byc az tak nieodpowiedzialnym?,zdegustowany
Znowu nic sie nie uklada,zly
Ta sytuacja jest nie do zniesienia!,zly
Po prostu nie mam juz sil na walke!,zly
Prosze o chwile cierpliwosci,neutralny
Jestem pelen szczescia!,szczesliwy
To jak najlepsza przygoda!,szczesliwy
Co za katastrofa,zdegustowany
Znowu wszystko na nic.,smutny
Zajme sie tym pozniej,neutralny
Nic nie zmienia sie na lepsze.,smutny
Kazdy szczegol tutaj ma swoj urok.,kontemplujacy
To spelnienie wszystkich moich marzen!,szczesliwy
Jakie to wszystko jest pelne nadziei i pokoju.,kontemplujacy
To jak spelnione marzenie!,szczesliwy
Jestem pelen radosci i energii!,szczesliwy
Chwila ciszy pozwala mi na pelne odprezenie i rownowage.,kontemplujacy
Musze to jeszcze przemyslec,neutralny
Zajmijmy sie tym pozniej,neutralny
Jestem pelen radosci!,szczesliwy
To jak cudowna podroz!,szczesliwy
Jestem pelen radosci i szczescia!,szczesliwy
Zaraz wszystko mi sie rozpadnie!,przerazony
Kazda mysl zanika w tym spokoju.,kontemplujacy
Znowu wszystko sie zawalilo,zly
Jestem pelen pozytywnych emocji!,szczesliwy
Zaraz oszaleje z leku!,przerazony
To mnie kompletnie zaskoczylo. ,zdegustowany
Jestem pelen energii!,szczesliwy
Spokoj staje sie moim przewodnikiem.,kontemplujacy
Znowu zrobili to samo,zly
Jestem pelen szczescia!,szczesliwy
Zglosze to po rozmowie,neutralny
Jestem pelen emocji i radosci!,szczesliwy
Jestem pelen ekscytacji!,szczesliwy
Zaraz cos sprawdze,neutralny
Jestem pelen optymizmu!,szczesliwy
To musze jeszcze rozwazyc,neutralny
To juz jest naprawde za duzo! ,zdegustowany
To przeroslo moje najwieksze nadzieje!,zaskoczony
Zaskoczylo mnie to w kazdej mozliwej formie! ,zaskoczony
Chwila kontemplacji pomaga mi poczuc sie bardziej zharmonizowanym z soba.,kontemplujacy
Nie mam juz nadziei.,smutny
Zajmijmy sie tym na spokojnie,neutralny
To po prostu nie do zaakceptowania,zdegustowany
Skontaktuje sie z odpowiednimi osobami,neutralny
Brak profesjonalizmu,zdegustowany
Chcialbym to zweryfikowac,neutralny
To miejsce jest zrodlem inspiracji.,kontemplujacy
Jestem pelen energii i entuzjazmu!,szczesliwy
Moje mysli staja sie klarowne w tej ciszy.,kontemplujacy
Zdecydowanie warto bylo czekac!,szczesliwy
Nie moge znalezc oparcia w tej chwili,przerazony
Jestem pelen milosci do zycia i ludzi!,szczesliwy
To uczucie ciazy na mnie jak ciezka plyta,przerazony
Czy zawsze bylo tak pieknie?,kontemplujacy
Kazdy szczegol tego miejsca przypomina mi o pieknie prostych rzeczy.,kontemplujacy
To jest dramat,zdegustowany
Znowu musze stawic czola kolejnemu wyzwaniu!,zly
Patrze na ten widok i czuje radosc.,kontemplujacy
To bedzie wymagalo analizy,neutralny
Nie ma sie czym martwic,neutralny
Jestem pelen radosci i spelnienia!,szczesliwy
Nie potrafie tego zrozumiec.,smutny
Zaraz to sprawdze,neutralny
Naprawde tak wyszlo?,zaskoczony
Nie mam sily na dalsze starania.,smutny
To jak najlepsza chwila w moim zyciu!,szczesliwy
Za chwile to sprawdze,neutralny
Zaraz zaczniemy,neutralny
To po prostu nie ma sensu,zdegustowany
To mnie doslownie niszczy!,przerazony
Po prostu idealnie!,szczesliwy
Wszystko staje sie jasne i spokojne.,kontemplujacy
Nie czuje sie soba.,smutny
Jestem pelen radosci!,szczesliwy
Nie widze juz zadnych perspektyw.,smutny
To przekroczylo moje oczekiwania! ,zaskoczony
Jestem pelen energii!,szczesliwy
To rozwiazemy pozniej,neutralny
Nie potrafie znalezc drogi.,smutny
Potrzebuje troche czasu,neutralny
Po prostu nie wytrzymam,zly
To trzeba jeszcze potwierdzic,neutralny
Prosze o chwile cierpliwosci,neutralny
Chwila spokoju wypelnia mnie poczuciem harmonii i rownowagi.,kontemplujacy
Jestem rozczarowany na maksa,zdegustowany
Znowu to samo,zly
To uczucie mnie dlawi,przerazony
Jestem pelen radosci!,szczesliwy
To absolutnie wyjatkowa chwila!,szczesliwy
Nie jestem w stanie tego strawic,zdegustowany
